result,venue,win_before_team1,win_before_team2,draw_before_team2,lose_before_team1,lose_before_team2,history_team1_lose_team2,is_opponent_big6
W,Away,0.25,0.0,0.25,0.75,0.75,0.0714285714285714,0
W,Home,0.4,0.6,0.0,0.6,0.4,0.2142857142857142,1
D,Away,0.6,0.6,0.2,0.4,0.2,0.375,0
D,Home,0.6,0.2,0.6,0.2,0.2,0.1111111111111111,0
W,Home,0.6,0.4,0.0,0.0,0.6,0.1666666666666666,0
W,Away,0.6,0.4,0.4,0.0,0.2,0.2,0
W,Home,0.6,0.2,0.2,0.0,0.6,0.1666666666666666,0
L,Away,0.6,0.4,0.4,0.0,0.2,0.3023255813953488,1
W,Home,0.6,0.0,0.6,0.2,0.4,0.1052631578947368,0
L,Away,0.8,0.2,0.2,0.2,0.6,0.4047619047619047,1
L,Away,0.6,0.0,0.2,0.4,0.8,0.2142857142857142,0
W,Home,0.4,0.2,0.4,0.6,0.4,0.1785714285714285,0
W,Home,0.4,0.2,0.4,0.6,0.4,0.1388888888888889,0
W,Away,0.6,0.2,0.4,0.4,0.4,0.3,0
W,Away,0.6,0.0,0.4,0.4,0.6,0.0769230769230769,0
L,Home,0.8,1.0,0.0,0.2,0.0,0.3902439024390244,1
D,Home,0.8,0.0,0.4,0.2,0.6,0.0666666666666666,0
W,Away,0.6,0.8,0.2,0.2,0.0,0.2142857142857142,0
W,Home,0.6,0.0,0.2,0.2,0.8,1.0,0
W,Home,0.6,0.8,0.0,0.2,0.2,0.2,0
W,Away,0.6,0.2,0.2,0.2,0.6,0.1538461538461538,0
W,Home,0.8,0.4,0.2,0.0,0.4,0.1904761904761904,0
L,Home,1.0,1.0,0.0,0.0,0.0,0.3181818181818182,1
W,Away,0.8,0.6,0.0,0.2,0.4,0.1621621621621621,0
L,Away,0.8,0.4,0.4,0.2,0.2,0.1052631578947368,0
L,Home,0.6,0.0,0.2,0.4,0.8,0.3333333333333333,0
L,Away,0.4,0.0,0.2,0.6,0.8,0.1724137931034483,0
W,Away,0.2,0.8,0.0,0.8,0.2,0.3953488372093023,1
W,Home,0.4,0.4,0.2,0.6,0.4,0.4186046511627907,1
W,Away,0.4,0.2,0.2,0.6,0.6,0.1351351351351351,0
W,Home,0.6,0.4,0.4,0.4,0.2,0.2727272727272727,0
L,Away,0.8,0.4,0.4,0.2,0.2,0.2093023255813953,1
L,Away,0.8,0.6,0.0,0.2,0.4,0.1025641025641025,0
W,Home,0.6,0.6,0.2,0.4,0.2,0.2325581395348837,0
W,Away,0.0,0.0,0.0,0.0,0.0,0.15,0
W,Home,1.0,0.0,1.0,0.0,0.0,0.1818181818181818,0
W,Away,1.0,0.5,0.0,0.0,0.5,0.1,0
W,Home,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.1,0
W,Home,1.0,0.25,0.0,0.0,0.75,0.1578947368421052,0
L,Away,1.0,0.6,0.0,0.0,0.4,0.4090909090909091,1
W,Away,0.8,0.4,0.4,0.2,0.2,0.5,0
W,Home,0.8,0.8,0.2,0.2,0.0,0.2272727272727272,1
W,Home,0.8,0.4,0.4,0.2,0.2,0.3333333333333333,1
W,Away,0.8,0.0,0.4,0.2,0.6,0.25,0
D,Away,0.8,0.2,0.2,0.2,0.6,0.2,0
W,Home,0.8,0.2,0.4,0.0,0.4,0.0,0
W,Away,0.8,0.4,0.4,0.0,0.2,0.3863636363636363,1
W,Away,0.8,0.2,0.2,0.0,0.6,0.1875,0
W,Home,0.8,0.2,0.0,0.0,0.8,0.131578947368421,0
W,Away,0.8,0.6,0.0,0.0,0.4,0.4,0
D,Home,1.0,0.8,0.2,0.0,0.0,0.125,0
W,Away,0.8,0.4,0.2,0.0,0.4,0.2222222222222222,1
W,Home,0.8,0.8,0.2,0.0,0.0,0.4222222222222222,1
L,Away,0.8,0.0,0.2,0.0,0.8,0.2272727272727272,0
D,Home,0.6,0.8,0.2,0.2,0.0,0.3333333333333333,0
L,Home,0.4,0.6,0.0,0.2,0.4,0.4047619047619047,1
W,Away,0.4,0.4,0.2,0.4,0.4,0.1538461538461538,0
W,Away,0.4,0.4,0.2,0.4,0.4,0.1739130434782608,0
W,Home,0.4,0.4,0.0,0.4,0.6,0.2444444444444444,0
W,Home,0.6,0.2,0.4,0.2,0.4,0.0909090909090909,0
W,Away,0.8,0.4,0.4,0.2,0.2,0.0967741935483871,0
W,Home,1.0,0.0,0.4,0.0,0.6,0.1428571428571428,0
W,Home,1.0,0.4,0.2,0.0,0.4,0.2307692307692307,0
D,Away,1.0,0.4,0.2,0.0,0.4,0.3260869565217391,1
D,Away,0.8,0.4,0.2,0.0,0.4,0.1282051282051282,0
D,Home,0.6,0.0,0.2,0.0,0.8,0.1935483870967742,0
L,Away,0.4,1.0,0.0,0.0,0.0,0.4186046511627907,1
W,Home,0.2,0.0,0.2,0.2,0.8,0.3777777777777777,1
W,Away,0.2,0.8,0.0,0.2,0.2,0.1219512195121951,0
L,Home,0.4,0.6,0.0,0.2,0.4,0.3636363636363636,0
L,Away,0.4,0.4,0.2,0.4,0.4,0.0,0
W,Home,0.4,0.4,0.2,0.6,0.4,0.1764705882352941,0
