result,venue,season,win_percent_diff,draw_percent_before_team2,draw_percent_diff,lose_percent_before_team1,lose_percent_before_team2,head2head_win_percent,head2head_draw_percent,head2head_lost_percent,is_opponent_big6,ELO_before_match_team2,ELO_before_diff,average_score_before_match_team2,average_score_before_match_diff
D,Away,2019-2020,1.0,1.0,-1.0,0.0,0.0,0.5,0.1666666666666666,0.3333333333333333,0,1500.0,46.875,1.0,2.0
L,Home,2019-2020,0.5,0.5,0.0,0.0,0.5,0.8,0.2,0.0,0,1468.75,81.47760992715575,0.5,1.5
D,Away,2019-2020,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.3,0.2,0,1459.261477988988,52.519104055022126,1.0,0.33333333333333326
W,Home,2019-2020,-0.25,0.5,0.0,0.25,0.0,0.6,0.3,0.1,0,1566.0020955583757,-50.470983303433286,2.0,-0.75
L,Away,2019-2020,0.0,0.4,0.0,0.2,0.2,0.4,0.4,0.2,0,1523.2278488512904,28.061197267303214,1.6,0.0
D,Home,2019-2020,-0.2,0.4,0.0,0.4,0.2,0.6,0.2,0.2,1,1556.112971434479,-39.30174575343881,1.6,-0.6000000000000001
L,Away,2019-2020,0.0,0.4,0.0,0.4,0.4,0.6,0.2,0.2,0,1320.52703520327,199.10017749904682,1.0,0.0
D,Home,2019-2020,-0.8,0.0,0.4,0.4,0.0,0.8,0.2,0.0,1,1801.1308487404908,-296.5786248440984,3.0,-2.0
W,Away,2019-2020,0.0,0.2,0.2,0.4,0.6,0.75,0.0,0.25,0,1332.8702100831,189.0059363505743,0.8,0.19999999999999996
L,Away,2019-2020,0.0,0.6,-0.19999999999999996,0.4,0.2,0.75,0.125,0.125,0,1514.9945317887957,62.98206333285407,1.2,-0.19999999999999996
W,Home,2019-2020,-0.39999999999999997,0.0,0.4,0.4,0.4,0.5,0.0,0.5,0,1475.65917256467,76.67108008429318,1.8,-0.8
D,Away,2019-2020,0.0,0.6,-0.39999999999999997,0.4,0.0,0.0,0.0,0.0,0,1588.18216921482,-6.4955414980349815,1.8,-0.40000000000000013
D,Home,2019-2020,0.0,0.0,0.4,0.2,0.6,0.9,0.1,0.0,0,1437.74541617646,143.47387420622772,1.2,0.40000000000000013
W,Home,2019-2020,0.0,0.4,0.0,0.2,0.2,0.4,0.1,0.5,1,1522.3776845153309,49.06721912767671,1.6,0.0
W,Away,2019-2020,-0.19999999999999996,0.2,0.2,0.2,0.2,0.3,0.2,0.5,1,1776.2700142260164,-177.95933922193285,2.0,-0.3999999999999999
D,Home,2019-2020,0.19999999999999996,0.0,0.4,0.0,0.6,0.6,0.2,0.2,0,1332.9043020643312,281.916876138401,1.2,1.0000000000000002
L,Away,2019-2020,0.4,0.2,0.39999999999999997,0.0,0.8,0.875,0.0,0.125,0,1112.73033152694,485.33149779670384,0.2,1.6
W,Home,2019-2020,-0.19999999999999996,0.2,0.2,0.2,0.2,0.6,0.2,0.2,0,1422.2500483195622,171.48724118375208,2.0,-0.3999999999999999
W,Away,2019-2020,0.19999999999999996,0.0,0.2,0.2,0.6,0.5,0.5,0.0,0,1478.91835072951,138.57286239907694,1.2,0.8
L,Away,2019-2020,0.39999999999999997,0.4,-0.2,0.2,0.4,0.6,0.2,0.2,1,1480.6050220449426,188.5971933217968,1.0,1.0
W,Home,2019-2020,0.4,0.6,-0.39999999999999997,0.4,0.4,0.7777777777777778,0.0,0.2222222222222222,0,1178.9285760422422,471.3408055139373,0.6,0.7999999999999999
L,Away,2019-2020,-0.4,0.0,0.0,0.4,0.0,0.8,0.2,0.0,1,2189.018123494161,-532.9178970037453,3.0,-1.2
L,Home,2019-2020,0.39999999999999997,0.0,0.0,0.4,0.8,0.5555555555555556,0.4444444444444444,0.0,0,1399.6971219496938,184.7374920794116,0.6,1.2000000000000002
D,Home,2019-2020,0.2,0.2,-0.2,0.6,0.6,0.4285714285714285,0.2857142857142857,0.2857142857142857,0,1597.4966185242818,-68.81297948904898,0.8,0.3999999999999999
W,Away,2019-2020,0.0,0.6,-0.39999999999999997,0.6,0.2,0.5,0.3,0.2,1,1629.237580675213,-95.66619480602594,1.2,-0.3999999999999999
W,Home,2019-2020,0.2,0.4,-0.2,0.4,0.4,0.7777777777777778,0.0,0.2222222222222222,0,1270.434343827565,290.56471285383145,1.0,0.3999999999999999
D,Away,2019-2020,0.0,0.4,-0.2,0.4,0.2,0.5,0.3,0.2,0,1420.7180664459138,154.1125107172884,1.6,-0.20000000000000018
W,Home,2019-2020,-0.19999999999999996,0.2,0.2,0.2,0.2,0.4,0.2,0.4,1,2020.5014503779128,-435.25586217477985,2.0,-0.3999999999999999
D,Away,2019-2020,0.19999999999999996,0.2,0.2,0.0,0.4,0.4,0.1,0.5,1,1654.019611442725,0.5656423803707185,1.4,0.8000000000000003
W,Home,2019-2020,0.19999999999999996,0.4,0.0,0.0,0.2,0.0,1.0,0.0,0,1564.9568204190696,89.66913460909745,1.6,0.6000000000000001
W,Away,2019-2020,0.39999999999999997,0.6,-0.19999999999999996,0.0,0.2,0.6,0.0,0.4,0,1294.240597765897,393.0881852173627,1.2,1.0000000000000002
W,Home,2019-2020,0.6,0.2,0.2,0.0,0.8,0.6666666666666666,0.1111111111111111,0.2222222222222222,0,1123.6196374522808,642.9621583766625,0.2,2.0
W,Away,2019-2020,0.8,0.4,-0.2,0.0,0.6,0.8,0.2,0.0,0,1066.9704878982047,701.7199768057258,0.4,2.2
D,Home,2019-2020,0.20000000000000007,0.2,0.0,0.0,0.2,0.4,0.4,0.2,0,1398.9354251647603,455.74103293008534,2.0,0.6000000000000001
W,Away,2019-2020,0.8,0.0,0.2,0.0,1.0,0.7,0.2,0.1,0,1298.4215555755452,534.6371018425373,0.0,2.6
D,Home,2019-2020,0.20000000000000007,0.2,0.0,0.0,0.2,0.3,0.4,0.3,0,1194.0852067873468,710.6704531341652,2.0,0.6000000000000001
W,Away,2019-2020,0.19999999999999996,0.2,0.2,0.0,0.4,0.7,0.2,0.1,0,1900.686175204283,-20.108100204423863,1.4,0.8000000000000003
L,Home,2020-2021,-1.0,0.0,0.0,0.0,0.0,0.7,0.2,0.1,0,1500.0,0.0,3.0,-3.0
W,Away,2020-2021,-0.5,0.0,0.0,1.0,0.5,0.6666666666666666,0.0,0.3333333333333333,0,1496.949815418775,-34.44981541877496,1.5,-1.5
L,Home,2020-2021,0.16666666666666669,0.3333333333333333,-0.3333333333333333,0.5,0.3333333333333333,0.4,0.2,0.4,1,1510.486000906713,-19.82446534869473,1.3333333333333333,0.16666666666666674
W,Away,2020-2021,-0.16666666666666669,0.25,-0.25,0.6666666666666666,0.25,0.6,0.2,0.2,0,1514.0963947187909,-70.58498144383657,1.75,-0.75
D,Home,2020-2021,0.09999999999999998,0.4,-0.4,0.5,0.2,0.5,0.3,0.2,1,1548.512515292828,-70.01904933078686,1.6,-0.10000000000000009
L,Home,2020-2021,0.0,0.0,0.2,0.4,0.6,0.6,0.2,0.2,1,1494.4963171242737,-11.031694800509058,1.2,0.19999999999999996
W,Away,2020-2021,0.0,0.2,0.0,0.4,0.4,0.5,0.4,0.1,0,1575.1637071821813,-121.9571753630064,1.4,0.0
W,Home,2020-2021,0.4,0.4,-0.2,0.4,0.6,0.4,0.2,0.4,0,1322.2233691129773,155.83513721759095,0.4,0.9999999999999999
W,Away,2020-2021,0.0,0.4,-0.2,0.2,0.0,0.4,0.5,0.1,0,1596.0635144207008,-99.90155711191574,2.2,-0.20000000000000018
W,Away,2020-2021,0.0,0.2,0.0,0.2,0.2,0.3,0.4,0.3,0,1574.3860516190343,-55.71999656264143,2.0,0.0
D,Home,2020-2021,0.20000000000000007,0.2,-0.2,0.2,0.2,0.5,0.1,0.4,1,1576.32886902857,-26.125842152308678,2.0,0.3999999999999999
W,Away,2020-2021,0.8,0.0,0.2,0.0,1.0,0.5,0.5,0.0,0,1127.9405108286724,424.13888621181013,0.0,2.6
W,Home,2020-2021,0.4,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0,1431.6330078539447,177.94267414695923,1.4,1.2000000000000002
D,Away,2020-2021,0.20000000000000007,0.0,0.2,0.0,0.4,0.8,0.1,0.1,0,1569.8829587797673,64.46022626696185,1.8,0.8
W,Home,2020-2021,0.39999999999999997,0.2,0.2,0.0,0.6,0.375,0.375,0.25,0,1469.804400057316,169.1245742492656,0.8,1.4000000000000001
W,Home,2020-2021,0.0,0.4,0.0,0.0,0.0,0.8,0.2,0.0,0,1675.6300889326596,-19.56538805015589,2.2,0.0
W,Away,2020-2021,0.20000000000000007,0.2,0.0,0.0,0.2,0.5,0.4,0.1,0,1371.4674542442374,317.6051922944757,2.0,0.6000000000000001
D,Away,2020-2021,0.4,0.4,-0.2,0.0,0.2,0.8,0.2,0.0,1,1813.012430778448,-70.09247230473602,1.6,1.0
W,Away,2020-2021,0.6,0.8,-0.4,0.0,0.2,0.8,0.2,0.0,0,1274.7280615180944,463.21566649667534,0.8,1.4000000000000001
L,Home,2020-2021,0.6000000000000001,0.0,0.2,0.0,0.8,0.6666666666666666,0.3333333333333333,0.0,0,1044.8566687530702,751.5257915360062,0.6,2.0
D,Away,2020-2021,-0.20000000000000007,0.2,0.0,0.2,0.0,0.5,0.2,0.3,1,1571.5554273025018,163.14241735990458,2.6,-0.6000000000000001
W,Home,2020-2021,0.2,0.2,0.2,0.2,0.6,0.4,0.5,0.1,0,1539.4958397160972,206.1481311013897,0.8,0.8
D,Home,2020-2021,0.0,0.2,0.2,0.2,0.4,0.5,0.4,0.1,0,1676.8409357776886,98.03459980546427,1.4,0.20000000000000018
D,Away,2020-2021,0.4,0.2,0.2,0.2,0.8,0.5,0.2,0.3,0,1010.8695665729948,757.1332486092041,0.2,1.4000000000000001
W,Home,2020-2021,-0.2,0.0,0.6,0.2,0.6,0.6,0.2,0.2,0,1212.5792266147582,579.7917389386073,1.2,0.0
D,Away,2020-2021,-0.4,0.2,0.39999999999999997,0.0,0.0,0.4,0.4,0.2,1,1781.2306209605315,13.713237967656596,2.6,-0.8
D,Away,2020-2021,0.0,0.2,0.39999999999999997,0.0,0.4,0.7,0.1,0.2,0,1373.8394295047372,422.09066412584343,1.4,0.40000000000000013
W,Away,2020-2021,-0.8,0.0,0.8,0.0,0.0,0.5,0.2,0.3,1,2070.858707098648,-253.9752195651738,3.0,-1.6
W,Home,2020-2021,-0.19999999999999996,0.2,0.39999999999999997,0.0,0.2,0.4,0.3,0.3,0,1600.3010644696417,230.69455739739442,2.0,-0.19999999999999996
W,Home,2020-2021,0.19999999999999996,0.0,0.4,0.0,0.6,0.7142857142857143,0.0,0.2857142857142857,0,1322.1517756300934,521.9371542200881,1.2,1.0000000000000002
W,Away,2020-2021,0.0,0.2,0.2,0.0,0.2,0.3,0.2,0.5,1,1675.741473754456,171.29885996185772,2.0,0.20000000000000018
W,Home,2020-2021,0.6000000000000001,0.4,-0.2,0.0,0.4,0.6,0.3,0.1,0,1221.7812586079729,679.8824799280951,1.0,1.6
D,Away,2020-2021,0.4,0.4,-0.4,0.0,0.0,1.0,0.0,0.0,0,1420.810783469503,482.3211012992092,2.2,0.7999999999999998
W,Away,2020-2021,0.4,0.2,0.0,0.0,0.4,0.8,0.2,0.0,0,1602.4420877969524,322.7593280592637,1.4,1.2000000000000002
L,Home,2020-2021,0.4,0.2,0.0,0.0,0.4,0.8,0.2,0.0,0,1763.2458631043498,226.83490750859983,1.4,1.2000000000000002
L,Home,2020-2021,0.0,0.4,-0.2,0.2,0.0,0.8,0.2,0.0,1,1783.2835405311096,157.62198583225972,2.2,-0.20000000000000018
D,Home,2020-2021,0.4,0.2,0.0,0.4,0.8,0.9,0.1,0.0,0,1002.2923419050423,885.1789410774068,0.2,1.2
W,Away,2020-2021,0.0,0.2,0.2,0.4,0.6,0.4444444444444444,0.3333333333333333,0.2222222222222222,0,1242.006647372472,620.7689840195321,0.8,0.19999999999999996
